@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

adult,2,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2703,553,0,83.015971,16.984029,0,0.490906,0.177415,0.378772,48.5213,88.589016,2592.90042,3872.590277,-1279.689857,0.796345,1.18937,-0.393025,1199.246495,0.368319,150577.546206,0.928803,2296,0.480867,377,0.519133,407,0.071197,176,0.85896,0.928803,0.892517,0.499532,0.887644,0.961907,0.83016,0.382224,0.617776,0.16984,0.82023,0.83016,0.820991,0.499532,0.88764,0.902255,0.743991,0.83016,0.028,0.014,0.03125,0.015625,31.25,15.625,11403,4371311,490159,91.246929,60.135135,?
adult,2,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2711,545,0,83.261671,16.738329,0,0.492457,0.173752,0.371142,47.519447,86.804598,2592.90042,3913.947847,-1321.047427,0.796345,1.202072,-0.405727,1235.437809,0.379434,155121.732286,0.935275,2312,0.491071,385,0.508929,399,0.064725,160,0.857249,0.935275,0.894564,0.503637,0.894158,0.964275,0.832617,0.388413,0.611587,0.167383,0.822702,0.832617,0.822238,0.503637,0.894159,0.907265,0.744378,0.832617,0.034,0.019,0.046875,0.015625,46.875,15.625,11403,4371311,490159,92.383292,61.133292,?
adult,2,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2730,526,0,83.845209,16.154791,0,0.511801,0.168437,0.367426,46.066009,85.93537,2592.90042,3917.85084,-1324.950419,0.796345,1.203271,-0.406926,1272.416965,0.390791,159764.83995,0.937702,2318,0.47449,372,0.52551,412,0.062298,154,0.86171,0.937702,0.898102,0.522611,0.891228,0.962996,0.838452,0.37524,0.62476,0.161548,0.829494,0.838452,0.82882,0.522611,0.891214,0.908151,0.754236,0.838452,0.024,0.012,0.03125,0,31.25,0,11403,4371311,490159,92.076167,60.135135,?
adult,2,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2699,557,0,82.89312,17.10688,0,0.480848,0.175986,0.374225,48.111969,87.487539,2594.557004,3482.822427,-888.265423,0.796854,1.069663,-0.272809,1209.924824,0.371599,151929.101235,0.93363,2307,0.500637,393,0.499363,392,0.06637,164,0.854444,0.93363,0.892284,0.49219,0.893948,0.965397,0.828931,0.395938,0.604062,0.171069,0.818423,0.828931,0.818113,0.49219,0.893948,0.908136,0.738461,0.828931,0.026,0.012,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.47543,60.85688,?
adult,3,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2721,535,0,83.568796,16.431204,0,0.497891,0.170608,0.368229,46.659605,86.123255,2592.90042,2959.873717,-366.973297,0.796345,0.909052,-0.112707,1256.211926,0.385814,157730.133142,0.940534,2325,0.494898,388,0.505102,396,0.059466,147,0.856985,0.940534,0.896818,0.511137,0.896094,0.965085,0.835688,0.390052,0.609948,0.164312,0.826236,0.835688,0.824586,0.511137,0.896094,0.910917,0.746826,0.835688,0.03,0.013,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.168305,60.641892,?
adult,3,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2720,536,0,83.538084,16.461916,0,0.507731,0.171585,0.367369,46.927003,85.921979,2592.90042,3790.168995,-1197.268575,0.796345,1.164057,-0.367711,1246.483606,0.382827,156508.644099,0.93123,2302,0.466837,366,0.533163,418,0.06877,170,0.862819,0.93123,0.89572,0.516162,0.897446,0.966005,0.835381,0.370988,0.629012,0.164619,0.826235,0.835381,0.826761,0.516162,0.897431,0.910566,0.752525,0.835381,0.025,0.012,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.905405,61.210074,?
adult,3,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2687,569,0,82.52457,17.47543,0,0.477672,0.182137,0.383624,49.81287,89.723937,2592.90042,4481.95965,-1889.05923,0.796345,1.376523,-0.580178,1162.087496,0.356906,145911.857498,0.924353,2285,0.487245,382,0.512755,402,0.075647,187,0.856768,0.924353,0.889278,0.485514,0.883234,0.960571,0.825246,0.388138,0.611862,0.174754,0.81481,0.825246,0.816152,0.485514,0.883226,0.897401,0.737429,0.825246,0.023,0.012,0.03125,0,31.25,0,11403,4371311,490159,91.031941,60.288698,?
adult,3,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2741,515,0,84.183047,15.816953,0,0.526341,0.16643,0.363563,45.517071,85.031988,2592.90042,3343.836897,-750.936477,0.796345,1.026977,-0.230632,1291.925684,0.396783,162214.357285,0.936084,2314,0.455357,357,0.544643,427,0.063916,158,0.866342,0.936084,0.899864,0.535385,0.899016,0.966419,0.84183,0.361103,0.638897,0.15817,0.833492,0.84183,0.833395,0.535385,0.899006,0.913188,0.761838,0.84183,0.025,0.014,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.199017,60.44226,?
adult,3,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2718,538,0,83.476658,16.523342,0,0.502578,0.174644,0.372156,47.763589,87.041691,2592.90042,3307.496285,-714.595864,0.796345,1.015816,-0.21947,1223.074731,0.375637,153569.422705,0.933657,2308,0.477041,374,0.522959,410,0.066343,164,0.860552,0.933657,0.895615,0.512328,0.892865,0.964296,0.834767,0.37815,0.62185,0.165233,0.825333,0.834767,0.825357,0.512328,0.892865,0.906188,0.749722,0.834767,0.026,0.013,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.260442,60.918305,?
adult,3,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2722,534,0,83.599509,16.400491,0,0.511429,0.174779,0.375774,47.800511,87.887879,2592.90042,3841.118231,-1248.217811,0.796345,1.179705,-0.383359,1220.46558,0.374836,153241.817273,0.930016,2299,0.460459,361,0.539541,423,0.069984,173,0.864286,0.930016,0.895947,0.519166,0.890191,0.962402,0.835995,0.366438,0.633562,0.164005,0.827071,0.835995,0.827828,0.519166,0.890172,0.905422,0.754495,0.835995,0.029,0.023,0.03125,0.015625,31.25,15.625,11403,4371311,490159,91.769042,60.365479,?
adult,3,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2709,547,0,83.200246,16.799754,0,0.491086,0.172842,0.37023,47.270538,86.591208,2592.90042,3321.84131,-728.940889,0.796345,1.020222,-0.223876,1232.024375,0.378386,154693.141083,0.934466,2310,0.491071,385,0.508929,399,0.065534,162,0.857143,0.934466,0.894136,0.502009,0.892876,0.964583,0.832002,0.388608,0.611392,0.167998,0.822009,0.832002,0.821701,0.502009,0.89287,0.909178,0.743722,0.832002,0.022,0.012,0.03125,0,31.25,0,11403,4371311,490159,92.536855,60.933661,?
adult,3,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2730,526,0,83.845209,16.154791,0,0.513673,0.171292,0.368555,46.846621,86.199474,2592.90042,3483.621897,-890.721476,0.796345,1.069908,-0.273563,1245.81436,0.382621,156424.613378,0.936084,2314,0.469388,368,0.530612,416,0.063916,158,0.862789,0.936084,0.897943,0.523638,0.888271,0.961358,0.838452,0.371756,0.628244,0.161548,0.829548,0.838452,0.829252,0.523638,0.888269,0.905847,0.755305,0.838452,0.025,0.011,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.506143,61.240786,?
adult,3,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2715,541,0,83.384521,16.615479,0,0.499565,0.174973,0.373045,47.853592,87.249607,2592.90042,3572.610659,-979.710238,0.796345,1.097239,-0.300894,1226.103547,0.376567,153949.721227,0.933252,2307,0.479592,376,0.520408,408,0.066748,165,0.859858,0.933252,0.895053,0.509361,0.891587,0.964108,0.833845,0.380185,0.619815,0.166155,0.824266,0.833845,0.824328,0.509361,0.891588,0.906447,0.74819,0.833845,0.023,0.012,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.22973,61.025799,?
adult,3,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2714,542,0,83.353808,16.646192,0,0.490154,0.173728,0.374403,47.494626,87.529041,2594.557004,4172.707339,-1578.150336,0.796854,1.281544,-0.48469,1233.390987,0.378806,154875.724724,0.94051,2324,0.503185,395,0.496815,390,0.05949,147,0.854726,0.94051,0.895568,0.504062,0.891954,0.963956,0.833538,0.396213,0.603787,0.166462,0.823753,0.833538,0.821902,0.504062,0.891944,0.903793,0.742792,0.833538,0.024,0.013,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.431204,59.781941,?
adult,4,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2746,510,0,84.336609,15.663391,0,0.523902,0.167592,0.363446,45.83473,85.004574,2592.90042,3369.514169,-776.613749,0.796345,1.034863,-0.238518,1285.03338,0.394666,161348.95864,0.943366,2332,0.471939,370,0.528061,414,0.056634,140,0.863064,0.943366,0.90143,0.536413,0.893944,0.963909,0.843366,0.371939,0.628061,0.156634,0.835188,0.843366,0.833385,0.536413,0.893944,0.909594,0.760132,0.843366,0.024,0.011,0.03125,0,31.25,0,11403,4371311,490159,92.383292,60.85688,?
adult,4,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2692,564,0,82.678133,17.321867,0,0.477035,0.18207,0.38151,49.794312,89.229526,2592.90042,4170.661496,-1577.761075,0.796345,1.280916,-0.48457,1163.561444,0.357359,146096.926632,0.929612,2298,0.497449,390,0.502551,394,0.070388,174,0.854911,0.929612,0.890698,0.486901,0.88732,0.963149,0.826781,0.394619,0.605381,0.173219,0.816084,0.826781,0.81657,0.486901,0.88731,0.899854,0.736769,0.826781,0.023,0.011,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.076167,61.071867,?
adult,4,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2732,524,0,83.906634,16.093366,0,0.516912,0.169964,0.368382,46.483539,86.158997,2592.90042,3520.75124,-927.85082,0.796345,1.081312,-0.284966,1263.812223,0.388149,158684.427471,0.935275,2312,0.464286,364,0.535714,420,0.064725,160,0.863976,0.935275,0.898213,0.526304,0.89352,0.964419,0.839066,0.368077,0.631923,0.160934,0.830305,0.839066,0.83022,0.526304,0.893511,0.90857,0.757024,0.839066,0.027,0.013,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.676904,60.135135,?
adult,4,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2725,531,0,83.691646,16.308354,0,0.504538,0.172098,0.369553,47.067244,86.432786,2592.90042,3684.183211,-1091.28279,0.796345,1.131506,-0.335161,1242.905438,0.381728,156059.368762,0.938916,2321,0.484694,380,0.515306,404,0.061084,151,0.859311,0.938916,0.897352,0.516466,0.897212,0.966539,0.836916,0.382694,0.617306,0.163084,0.827676,0.836916,0.826581,0.516466,0.897204,0.910067,0.750394,0.836916,0.023,0.012,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.414005,61.071867,?
adult,4,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2721,535,0,83.568796,16.431204,0,0.501288,0.172726,0.371533,47.239048,86.895987,2592.90042,3719.475016,-1126.574596,0.796345,1.142345,-0.346,1241.926732,0.381427,155936.482381,0.937702,2318,0.485969,381,0.514031,403,0.062298,154,0.858837,0.937702,0.896538,0.512903,0.889807,0.962664,0.835688,0.383955,0.616045,0.164312,0.826254,0.835688,0.825387,0.512903,0.889802,0.906181,0.748791,0.835688,0.025,0.019,0.03125,0,31.25,0,11403,4371311,490159,91.676904,60.534398,?
adult,4,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2712,544,0,83.292383,16.707617,0,0.499907,0.170818,0.368505,46.717087,86.187717,2592.90042,3574.163164,-981.262744,0.796345,1.097716,-0.301371,1253.044949,0.384842,157332.487175,0.930016,2299,0.473214,371,0.526786,413,0.069984,173,0.861049,0.930016,0.894205,0.5084,0.895511,0.963902,0.832924,0.376122,0.623878,0.167076,0.823421,0.832924,0.824067,0.5084,0.895501,0.908719,0.748562,0.832924,0.024,0.011,0.03125,0,31.25,0,11403,4371311,490159,92.567568,60.641892,?
adult,4,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2727,529,0,83.753071,16.246929,0,0.512069,0.171719,0.368878,46.963663,86.275074,2592.90042,3366.477635,-773.577215,0.796345,1.03393,-0.237585,1245.446076,0.382508,156378.371622,0.934466,2310,0.468112,367,0.531888,417,0.065534,162,0.862906,0.934466,0.897262,0.521476,0.894472,0.964273,0.837531,0.371177,0.628823,0.162469,0.828546,0.837531,0.828547,0.521476,0.894464,0.907238,0.754574,0.837531,0.023,0.011,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.47543,60.657248,?
adult,4,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2699,557,0,82.89312,17.10688,0,0.486734,0.176666,0.377898,48.31648,88.384599,2592.90042,3493.143454,-900.243033,0.796345,1.072833,-0.276487,1204.703193,0.369995,151262.689897,0.928398,2295,0.484694,380,0.515306,404,0.071602,177,0.857944,0.928398,0.891782,0.49548,0.885332,0.961009,0.828931,0.385227,0.614773,0.171069,0.818794,0.828931,0.819584,0.49548,0.885335,0.904535,0.741862,0.828931,0.029,0.012,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.615479,60.44226,?
adult,4,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2717,539,0,83.445946,16.554054,0,0.501415,0.170813,0.367447,46.715816,85.940318,2592.90042,3674.034111,-1081.133691,0.796345,1.128389,-0.332044,1251.582886,0.384393,157148.910258,0.933657,2308,0.478316,375,0.521684,409,0.066343,164,0.860231,0.933657,0.895441,0.511247,0.894374,0.964296,0.834459,0.379119,0.620881,0.165541,0.824969,0.834459,0.824977,0.511247,0.894356,0.908908,0.749121,0.834459,0.027,0.012,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.690418,60.97973,?
adult,4,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2699,557,0,82.89312,17.10688,0,0.491644,0.176492,0.377928,48.250239,88.35307,2594.557004,3482.434435,-887.877431,0.796854,1.069544,-0.27269,1204.799749,0.370024,151285.550373,0.924727,2285,0.472611,371,0.527389,414,0.075273,186,0.860316,0.924727,0.891359,0.498805,0.891426,0.964315,0.828931,0.376816,0.623184,0.171069,0.819254,0.828931,0.820592,0.498805,0.891421,0.90618,0.744597,0.828931,0.023,0.015,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.554054,60.396192,?
adult,5,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2733,523,0,83.937346,16.062654,0,0.519441,0.167917,0.363376,45.923738,84.9882,2592.90042,3265.128125,-672.227704,0.796345,1.002803,-0.206458,1274.357215,0.391387,160008.458018,0.934061,2309,0.459184,360,0.540816,424,0.065939,163,0.865118,0.934061,0.898269,0.528166,0.898271,0.965956,0.839373,0.364496,0.635504,0.160627,0.830733,0.839373,0.830911,0.528166,0.898262,0.911596,0.758398,0.839373,0.026,0.011,0.03125,0,31.25,0,11403,4371311,490159,93.028256,61.117936,?
adult,5,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2726,530,0,83.722359,16.277641,0,0.503309,0.172243,0.368256,47.106909,86.129582,2592.90042,2908.229639,-315.329218,0.796345,0.893191,-0.096846,1243.848677,0.382017,156177.801983,0.940939,2326,0.489796,384,0.510204,400,0.059061,146,0.858303,0.940939,0.897723,0.516315,0.895438,0.965268,0.837224,0.386081,0.613919,0.162776,0.828035,0.837224,0.826397,0.516315,0.895438,0.909939,0.749613,0.837224,0.024,0.011,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.47543,61.10258,?
adult,5,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2721,535,0,83.568796,16.431204,0,0.50464,0.172524,0.371414,47.183666,86.868054,2592.90042,3093.602806,-500.702385,0.796345,0.950124,-0.153778,1242.505794,0.381605,156009.189482,0.934871,2311,0.477041,374,0.522959,410,0.065129,161,0.860708,0.934871,0.896258,0.51475,0.885717,0.960718,0.835688,0.377858,0.622142,0.164312,0.826355,0.835688,0.826167,0.51475,0.885717,0.904534,0.750712,0.835688,0.025,0.012,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.799754,60.687961,?
adult,5,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2719,537,0,83.507371,16.492629,0,0.496504,0.172858,0.37252,47.275128,87.126709,2592.90042,3675.030813,-1082.130393,0.796345,1.128695,-0.33235,1238.978535,0.380522,155566.306404,0.939725,2323,0.494898,388,0.505102,396,0.060275,149,0.856879,0.939725,0.896392,0.50946,0.891372,0.962738,0.835074,0.390247,0.609753,0.164926,0.825511,0.835074,0.824047,0.50946,0.891365,0.905123,0.746164,0.835074,0.03,0.011,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.045455,60.703317,?
adult,5,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2702,554,0,82.985258,17.014742,0,0.485318,0.178792,0.376988,48.897921,88.171775,2592.90042,3884.261837,-1291.361417,0.796345,1.192955,-0.39661,1192.938448,0.366382,149785.506997,0.932443,2305,0.493622,387,0.506378,397,0.067557,167,0.856241,0.932443,0.892719,0.495784,0.889423,0.963825,0.829853,0.391032,0.608968,0.170147,0.819559,0.829853,0.819593,0.495784,0.889419,0.903041,0.74087,0.829853,0.025,0.024,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.984029,61.271499,?
adult,5,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2720,536,0,83.538084,16.461916,0,0.511453,0.169813,0.367994,46.442276,86.068238,2592.90042,3347.069941,-754.16952,0.796345,1.02797,-0.231625,1263.537106,0.388064,158649.883711,0.927994,2294,0.456633,358,0.543367,426,0.072006,178,0.865008,0.927994,0.895394,0.518478,0.900097,0.966933,0.835381,0.36402,0.63598,0.164619,0.826552,0.835381,0.827598,0.518478,0.900095,0.913056,0.754614,0.835381,0.025,0.011,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.59828,60.411548,?
adult,5,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2730,526,0,83.845209,16.154791,0,0.514139,0.168801,0.364643,46.165548,85.284405,2592.90042,3682.339188,-1089.438767,0.796345,1.13094,-0.334594,1266.152046,0.388867,158978.215976,0.93568,2313,0.468112,367,0.531888,417,0.06432,159,0.86306,0.93568,0.897904,0.523899,0.898199,0.96617,0.838452,0.370885,0.629115,0.161548,0.829566,0.838452,0.829359,0.523899,0.898194,0.912676,0.75557,0.838452,0.024,0.012,0.015625,0.015625,15.625,15.625,11403,4371311,490159,93.089681,61.133292,?
adult,5,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2715,541,0,83.384521,16.615479,0,0.503375,0.172879,0.373512,47.280766,87.358729,2592.90042,3622.45166,-1029.551239,0.796345,1.112547,-0.316201,1232.015931,0.378383,154692.080909,0.930016,2299,0.469388,368,0.530612,416,0.069984,173,0.862017,0.930016,0.894727,0.511639,0.889395,0.962067,0.833845,0.373217,0.626783,0.166155,0.824518,0.833845,0.825199,0.511639,0.889389,0.906366,0.750349,0.833845,0.027,0.012,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.646192,60.027641,?
adult,5,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2719,537,0,83.507371,16.492629,0,0.501352,0.171233,0.370007,46.830557,86.538948,2592.90042,3942.716412,-1349.815992,0.796345,1.210908,-0.414563,1250.915311,0.384188,157065.08955,0.93568,2313,0.482143,378,0.517857,406,0.06432,159,0.859532,0.93568,0.895991,0.512052,0.896932,0.965911,0.835074,0.381537,0.618463,0.164926,0.825594,0.835074,0.825184,0.512052,0.896917,0.909175,0.748959,0.835074,0.023,0.012,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.47543,60.657248,?
adult,5,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2682,574,0,82.371007,17.628993,0,0.469865,0.184986,0.387329,50.572293,90.551032,2594.557004,5112.69017,-2518.133166,0.796854,1.570237,-0.773382,1142.021142,0.350744,143402.500906,0.926346,2289,0.499363,392,0.500637,393,0.073654,182,0.853786,0.926346,0.888587,0.47896,0.878099,0.958863,0.82371,0.396728,0.603272,0.17629,0.812726,0.82371,0.813692,0.47896,0.878078,0.893193,0.733264,0.82371,0.027,0.013,0.03125,0.015625,31.25,15.625,11403,4371311,490159,90.571253,60.304054,?
adult,6,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2744,512,0,84.275184,15.724816,0,0.525311,0.164038,0.362641,44.845593,84.77943,2594.557004,3217.417179,-622.860175,0.796854,0.98815,-0.191296,1308.118741,0.401756,164259.217336,0.94051,2324,0.464968,365,0.535032,420,0.05949,147,0.864262,0.94051,0.900775,0.53638,0.904234,0.968438,0.842752,0.36721,0.63279,0.157248,0.834482,0.842752,0.833396,0.53638,0.904227,0.916971,0.761038,0.842752,0.023,0.011,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.414005,59.689803,?
adult,6,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2719,537,0,83.507371,16.492629,0,0.506578,0.173406,0.371946,47.424823,86.992511,2592.90042,3754.63774,-1161.737319,0.796345,1.153144,-0.356799,1234.263184,0.379073,154974.246274,0.93123,2302,0.468112,367,0.531888,417,0.06877,170,0.862495,0.93123,0.895546,0.515086,0.885697,0.959039,0.835074,0.371956,0.628044,0.164926,0.825871,0.835074,0.826384,0.515086,0.885687,0.902966,0.75193,0.835074,0.022,0.014,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.444717,61.10258,?
adult,6,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 20.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2735,521,0,83.998771,16.001229,0,0.515276,0.167789,0.36283,45.888722,84.860525,2592.90042,3376.964771,-784.064351,0.796345,1.037151,-0.240806,1276.101634,0.391923,160227.487547,0.939725,2323,0.47449,372,0.52551,412,0.060275,149,0.861967,0.939725,0.899168,0.526737,0.899942,0.966761,0.839988,0.374753,0.625247,0.160012,0.831251,0.839988,0.830176,0.526737,0.899937,0.913235,0.755904,0.839988,0.025,0.011,0.03125,0.015625,31.25,15.625,11403,4371311,490159,92.84398,60.902948,?
