@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

adult,6,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2677,579,0,82.217445,17.782555,0,0.468998,0.185278,0.382801,50.671705,89.531388,2592.90042,3870.135124,-1277.234704,0.796345,1.188616,-0.392271,1142.515674,0.350895,143454.416914,0.921926,2279,0.492347,386,0.507653,398,0.078074,193,0.855159,0.921926,0.887288,0.476522,0.879493,0.959777,0.822174,0.392596,0.607404,0.177826,0.811403,0.822174,0.813035,0.476522,0.879481,0.89575,0.733099,0.822174,0.008,0.012,0,0.015625,0,15.625,11403,4371311,490159,91.799754,61.916462,?
adult,6,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2703,553,0,83.015971,16.984029,0,0.487481,0.176908,0.377038,48.382594,88.18354,2592.90042,3122.237291,-529.33687,0.796345,0.958918,-0.162573,1202.993913,0.36947,151048.072534,0.931634,2303,0.489796,384,0.510204,400,0.068366,169,0.85709,0.931634,0.892809,0.497457,0.889065,0.962913,0.83016,0.388321,0.611679,0.16984,0.819984,0.83016,0.820204,0.497457,0.889065,0.90452,0.742044,0.83016,0.009,0.008,0,0.015625,0,15.625,11403,4371311,490159,91.584767,60.534398,?
adult,6,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2701,555,0,82.954545,17.045455,0,0.485133,0.176025,0.379991,48.14128,88.874037,2592.90042,4885.098556,-2292.198135,0.796345,1.500337,-0.703992,1214.467114,0.372994,152488.649146,0.931634,2303,0.492347,386,0.507653,398,0.068366,169,0.856452,0.931634,0.892463,0.495272,0.888348,0.962574,0.829545,0.390258,0.609742,0.170455,0.819248,0.829545,0.81944,0.495272,0.888293,0.903463,0.740828,0.829545,0.009,0.008,0.015625,0,15.625,0,11403,4371311,490159,90.816953,59.444103,?
adult,6,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2723,533,0,83.630221,16.369779,0,0.511649,0.171921,0.368371,47.018892,86.15643,2592.90042,4329.045912,-1736.145491,0.796345,1.32956,-0.533214,1246.63235,0.382872,156527.320379,0.930825,2301,0.461735,362,0.538265,422,0.069175,171,0.864063,0.930825,0.896203,0.519668,0.889626,0.962324,0.836302,0.367212,0.632788,0.163698,0.827361,0.836302,0.827994,0.519668,0.889616,0.904331,0.754565,0.836302,0.009,0.008,0.015625,0,15.625,0,11403,4371311,490159,92.874693,61.271499,?
adult,7,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2704,552,0,83.046683,16.953317,0,0.487241,0.175991,0.372313,48.113339,87.04045,2594.557004,4232.791817,-1638.234813,0.796854,1.299997,-0.503143,1211.823244,0.372182,152167.484006,0.933225,2306,0.492994,387,0.507006,398,0.066775,165,0.856294,0.933225,0.893106,0.497944,0.894682,0.965544,0.830467,0.390235,0.609765,0.169533,0.820283,0.830467,0.820151,0.497944,0.894659,0.904892,0.741805,0.830467,0.01,0.009,0.015625,0,15.625,0,11403,4371311,490159,92.536855,61.10258,?
adult,7,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2724,532,0,83.660934,16.339066,0,0.517379,0.169485,0.367775,46.352436,86.016903,2592.90042,3267.250748,-674.350328,0.796345,1.003455,-0.20711,1260.689096,0.38719,158292.287228,0.92678,2291,0.447704,351,0.552296,433,0.07322,181,0.867146,0.92678,0.895972,0.523644,0.896051,0.963882,0.836609,0.357533,0.642467,0.163391,0.828155,0.836609,0.829391,0.523644,0.896048,0.910469,0.757714,0.836609,0.01,0.008,0,0.015625,0,15.625,11403,4371311,490159,92.321867,60.549754,?
adult,7,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2717,539,0,83.445946,16.554054,0,0.508021,0.173734,0.373159,47.51455,87.276244,2592.90042,3515.111056,-922.210635,0.796345,1.07958,-0.283234,1225.882215,0.376499,153921.930753,0.927994,2294,0.460459,361,0.539541,423,0.072006,178,0.86403,0.927994,0.89487,0.51526,0.894048,0.965048,0.834459,0.366925,0.633075,0.165541,0.825455,0.834459,0.826477,0.51526,0.894039,0.909774,0.75285,0.834459,0.008,0.009,0.015625,0,15.625,0,11403,4371311,490159,92.076167,60.580467,?
adult,7,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2707,549,0,83.138821,16.861179,0,0.481218,0.176205,0.375582,48.190506,87.842857,2592.90042,2970.582597,-377.682177,0.796345,0.912341,-0.115996,1214.340138,0.372955,152472.706033,0.940534,2325,0.512755,402,0.487245,382,0.059466,147,0.852585,0.940534,0.894403,0.495828,0.894357,0.965001,0.831388,0.403609,0.596391,0.168612,0.82117,0.831388,0.81915,0.495828,0.894357,0.909144,0.738138,0.831388,0.008,0.009,0.015625,0,15.625,0,11403,4371311,490159,92.137592,60.687961,?
adult,7,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2748,508,0,84.398034,15.601966,0,0.53389,0.162833,0.355895,44.533158,83.238345,2592.90042,3105.62964,-512.729219,0.796345,0.953817,-0.157472,1322.310943,0.406115,166029.534351,0.936489,2315,0.447704,351,0.552296,433,0.063511,157,0.868342,0.936489,0.901129,0.542555,0.905621,0.968442,0.84398,0.355196,0.644804,0.15602,0.83597,0.84398,0.835911,0.542555,0.905617,0.917917,0.765703,0.84398,0.009,0.009,0.015625,0,15.625,0,11403,4371311,490159,92.96683,60.887592,?
adult,7,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2721,535,0,83.568796,16.431204,0,0.504164,0.172981,0.371644,47.30876,86.921889,2592.90042,3532.367512,-939.467091,0.796345,1.084879,-0.288534,1235.287896,0.379388,155102.909267,0.935275,2312,0.478316,375,0.521684,409,0.064725,160,0.860439,0.935275,0.896298,0.514481,0.896843,0.966305,0.835688,0.378729,0.621271,0.164312,0.826336,0.835688,0.826057,0.514481,0.896838,0.90947,0.75044,0.835688,0.009,0.009,0,0.015625,0,15.625,11403,4371311,490159,92.659705,60.933661,?
adult,7,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2707,549,0,83.138821,16.861179,0,0.486252,0.175413,0.377963,47.973903,88.399758,2592.90042,4101.982028,-1509.081607,0.796345,1.259822,-0.463477,1214.268199,0.372932,152463.673288,0.936489,2315,0.5,392,0.5,392,0.063511,157,0.85519,0.936489,0.893995,0.498454,0.883692,0.959986,0.831388,0.3949,0.6051,0.168612,0.8212,0.831388,0.820351,0.498454,0.883688,0.901525,0.741071,0.831388,0.009,0.009,0,0.015625,0,15.625,11403,4371311,490159,91.216216,59.720516,?
adult,7,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2684,572,0,82.432432,17.567568,0,0.473666,0.180925,0.380962,49.481319,89.101193,2592.90042,3826.474095,-1233.573675,0.796345,1.175207,-0.378862,1172.191394,0.36001,147180.504171,0.924757,2286,0.492347,386,0.507653,398,0.075243,186,0.855539,0.924757,0.888802,0.481896,0.881491,0.960324,0.824324,0.391914,0.608086,0.175676,0.813634,0.824324,0.814898,0.481896,0.881493,0.899177,0.735337,0.824324,0.009,0.008,0.015625,0,15.625,0,11403,4371311,490159,91.461916,60.810811,?
adult,7,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2668,588,0,81.941032,18.058968,0,0.45635,0.186098,0.390778,50.89599,91.397022,2592.90042,4740.695044,-2147.794624,0.796345,1.455987,-0.659642,1131.751301,0.347589,142102.840895,0.923544,2283,0.508929,399,0.491071,385,0.076456,189,0.85123,0.923544,0.885914,0.465203,0.87495,0.95772,0.81941,0.404795,0.595205,0.18059,0.807769,0.81941,0.809126,0.465203,0.874937,0.893065,0.726462,0.81941,0.009,0.008,0,0.015625,0,15.625,11403,4371311,490159,90.264128,60.089066,?
adult,7,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2735,521,0,83.998771,16.001229,0,0.517602,0.169193,0.365746,46.272746,85.542442,2592.90042,3372.656246,-779.755825,0.796345,1.035828,-0.239483,1272.022892,0.39067,159715.360174,0.937702,2318,0.468112,367,0.531888,417,0.062298,154,0.863315,0.937702,0.898972,0.527972,0.896346,0.965216,0.839988,0.370398,0.629602,0.160012,0.831286,0.839988,0.830716,0.527972,0.896336,0.91047,0.757235,0.839988,0.009,0.009,0,0.015625,0,15.625,11403,4371311,490159,92.414005,60.85688,?
adult,8,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2727,529,0,83.753071,16.246929,0,0.511192,0.169792,0.367421,46.418673,85.89691,2594.557004,3655.259792,-1060.702788,0.796854,1.122623,-0.325769,1262.664602,0.387796,158551.584566,0.935654,2312,0.471338,370,0.528662,415,0.064346,159,0.862043,0.935654,0.897341,0.521194,0.899371,0.966401,0.837531,0.373215,0.626785,0.162469,0.82852,0.837531,0.828244,0.521194,0.89937,0.911697,0.754042,0.837531,0.011,0.008,0,0.015625,0,15.625,11403,4371311,490159,92.536855,60.396192,?
adult,8,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2711,545,0,83.261671,16.738329,0,0.492947,0.17602,0.37324,48.139895,87.295239,2592.90042,3843.664911,-1250.764491,0.796345,1.180487,-0.384141,1212.001884,0.372236,152179.114546,0.934871,2311,0.489796,384,0.510204,400,0.065129,161,0.857514,0.934871,0.894523,0.503912,0.898049,0.967189,0.832617,0.387542,0.612458,0.167383,0.82272,0.832617,0.822353,0.503912,0.898042,0.908587,0.744659,0.832617,0.009,0.008,0,0.015625,0,15.625,11403,4371311,490159,92.690418,61.440418,?
adult,8,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2693,563,0,82.708845,17.291155,0,0.480709,0.180876,0.38149,49.467925,89.224688,2592.90042,4160.59243,-1567.69201,0.796345,1.277823,-0.481478,1174.334095,0.360668,147449.542053,0.927589,2293,0.489796,384,0.510204,400,0.072411,179,0.856556,0.927589,0.890658,0.489539,0.882462,0.960358,0.827088,0.389295,0.610705,0.172912,0.816655,0.827088,0.817527,0.489539,0.882452,0.899494,0.738799,0.827088,0.009,0.014,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.554054,60.718673,?
adult,8,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2720,536,0,83.538084,16.461916,0,0.505849,0.175143,0.372731,47.899912,87.17625,2592.90042,3479.355831,-886.455411,0.796345,1.068598,-0.272253,1218.322009,0.374178,152972.670224,0.932848,2306,0.471939,370,0.528061,414,0.067152,166,0.861734,0.932848,0.895882,0.515039,0.886825,0.961375,0.835381,0.374472,0.625528,0.164619,0.826112,0.835381,0.826332,0.515039,0.886815,0.904178,0.75146,0.835381,0.012,0.009,0,0.015625,0,15.625,11403,4371311,490159,91.953317,61.133292,?
adult,8,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2694,562,0,82.739558,17.260442,0,0.487755,0.178849,0.380321,48.913491,88.951328,2592.90042,3995.433399,-1402.532979,0.796345,1.227099,-0.430753,1188.729937,0.365089,149257.085809,0.922735,2281,0.473214,371,0.526786,413,0.077265,191,0.860106,0.922735,0.89032,0.494455,0.882144,0.960409,0.827396,0.377875,0.622125,0.172604,0.817648,0.827396,0.819235,0.494455,0.882134,0.899242,0.74271,0.827396,0.008,0.009,0.015625,0,15.625,0,11403,4371311,490159,91.124079,59.981572,?
adult,8,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2731,525,0,83.875921,16.124079,0,0.509662,0.168153,0.364123,45.988286,85.162848,2592.90042,3395.413848,-802.513428,0.796345,1.042818,-0.246472,1274.426794,0.391409,160017.194433,0.940534,2325,0.482143,378,0.517857,406,0.059466,147,0.860155,0.940534,0.898551,0.521955,0.899227,0.966355,0.838759,0.380368,0.619632,0.161241,0.829822,0.838759,0.828429,0.521955,0.899216,0.913055,0.75294,0.838759,0.009,0.009,0.015625,0,15.625,0,11403,4371311,490159,92.628993,60.780098,?
adult,8,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2713,543,0,83.323096,16.676904,0,0.491866,0.175594,0.376189,48.023294,87.984878,2592.90042,3670.918079,-1078.017659,0.796345,1.127432,-0.331087,1217.626443,0.373964,152885.334855,0.937702,2318,0.496173,389,0.503827,395,0.062298,154,0.856298,0.937702,0.895154,0.504209,0.891092,0.963774,0.833231,0.391702,0.608298,0.166769,0.823357,0.833231,0.822314,0.504209,0.891086,0.905202,0.743901,0.833231,0.01,0.01,0.015625,0,15.625,0,11403,4371311,490159,91.400491,60.227273,?
adult,8,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2726,530,0,83.722359,16.277641,0,0.508089,0.169883,0.366413,46.461457,85.698507,2592.90042,3353.16997,-760.26955,0.796345,1.029843,-0.233498,1263.64429,0.388097,158663.341791,0.936893,2316,0.477041,374,0.522959,410,0.063107,156,0.860967,0.936893,0.897327,0.51882,0.897306,0.966108,0.837224,0.377371,0.622629,0.162776,0.828079,0.837224,0.827518,0.51882,0.897299,0.91009,0.752367,0.837224,0.011,0.014,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.47543,60.918305,?
adult,8,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2737,519,0,84.060197,15.939803,0,0.520375,0.168544,0.366182,46.095118,85.64452,2592.90042,3164.580077,-571.679656,0.796345,0.971923,-0.175577,1269.558726,0.389914,159405.959095,0.937298,2317,0.464286,364,0.535714,420,0.062702,155,0.86423,0.937298,0.899282,0.530362,0.892883,0.96216,0.840602,0.36759,0.63241,0.159398,0.832014,0.840602,0.831578,0.530362,0.892878,0.909801,0.758692,0.840602,0.013,0.009,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.628993,60.534398,?
adult,8,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2711,545,0,83.261671,16.738329,0,0.498749,0.175219,0.373317,47.920731,87.313268,2592.90042,3099.828325,-506.927905,0.796345,0.952036,-0.15569,1215.642318,0.373355,152636.207865,0.930016,2299,0.47449,372,0.52551,412,0.069984,173,0.860726,0.930016,0.894031,0.507319,0.891632,0.963692,0.832617,0.37709,0.62291,0.167383,0.823055,0.832617,0.823689,0.507319,0.891632,0.908123,0.747965,0.832617,0.01,0.008,0.015625,0,15.625,0,11403,4371311,490159,92.168305,60.780098,?
adult,9,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2715,541,0,83.384521,16.615479,0,0.495695,0.173779,0.373327,47.526814,87.315486,2592.90042,3457.138383,-864.237962,0.796345,1.061775,-0.265429,1231.041816,0.378084,154569.770924,0.936489,2315,0.489796,384,0.510204,400,0.063511,157,0.857725,0.936489,0.895378,0.50718,0.889019,0.962568,0.833845,0.387152,0.612848,0.166155,0.824113,0.833845,0.823429,0.50718,0.889013,0.906022,0.745974,0.833845,0.01,0.009,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.615479,60.273342,?
adult,9,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2703,553,0,83.015971,16.984029,0,0.494285,0.175901,0.371683,48.107144,86.931111,2592.90042,4159.074043,-1566.173622,0.796345,1.277357,-0.481012,1212.973573,0.372535,152301.119989,0.925971,2289,0.471939,370,0.528061,414,0.074029,183,0.86085,0.925971,0.892224,0.501675,0.888311,0.961441,0.83016,0.376128,0.623872,0.16984,0.820547,0.83016,0.821756,0.501675,0.8883,0.903204,0.745895,0.83016,0.009,0.009,0.015625,0,15.625,0,11403,4371311,490159,92.874693,61.609337,?
adult,9,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2748,508,0,84.398034,15.601966,0,0.533002,0.167272,0.363772,45.747237,85.080859,2592.90042,3238.718473,-645.818053,0.796345,0.994692,-0.198347,1290.318465,0.396289,162012.55466,0.937298,2317,0.450255,353,0.549745,431,0.062702,155,0.86779,0.937298,0.901206,0.542057,0.89547,0.964933,0.84398,0.356938,0.643062,0.15602,0.835935,0.84398,0.83571,0.542057,0.895471,0.910877,0.765201,0.84398,0.01,0.01,0,0.015625,0,15.625,11403,4371311,490159,92.22973,60.657248,?
adult,9,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2713,543,0,83.323096,16.676904,0,0.499634,0.172472,0.369725,47.169376,86.473195,2592.90042,4167.318772,-1574.418351,0.796345,1.279889,-0.483544,1243.304626,0.38185,156109.490854,0.93123,2302,0.475765,373,0.524235,411,0.06877,170,0.860561,0.93123,0.894502,0.508612,0.890987,0.963373,0.833231,0.377766,0.622234,0.166769,0.823682,0.833231,0.824119,0.508612,0.890979,0.905316,0.74835,0.833231,0.009,0.008,0,0.015625,0,15.625,11403,4371311,490159,92.383292,61.194717,?
adult,9,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2683,573,0,82.40172,17.59828,0,0.462227,0.18403,0.386035,50.330585,90.287643,2592.90042,3686.237325,-1093.336905,0.796345,1.132137,-0.335791,1142.895024,0.351012,143502.048227,0.932848,2306,0.519133,407,0.480867,377,0.067152,166,0.849982,0.932848,0.889489,0.474525,0.885065,0.962727,0.824017,0.410302,0.589698,0.175983,0.812493,0.824017,0.812127,0.474525,0.885061,0.899888,0.728844,0.824017,0.01,0.008,0.015625,0,15.625,0,11403,4371311,490159,91.308354,60.472973,?
adult,9,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2703,553,0,83.015971,16.984029,0,0.484011,0.175213,0.375262,47.918991,87.768194,2592.90042,3611.262288,-1018.361868,0.796345,1.10911,-0.312765,1216.223678,0.373533,152709.203564,0.934466,2310,0.498724,391,0.501276,393,0.065534,162,0.855239,0.934466,0.893099,0.495453,0.896442,0.965678,0.83016,0.394418,0.605582,0.16984,0.819812,0.83016,0.819396,0.495453,0.896437,0.907484,0.740052,0.83016,0.009,0.008,0.015625,0,15.625,0,11403,4371311,490159,92.414005,60.841523,?
adult,9,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2685,571,0,82.463145,17.536855,0,0.475836,0.180198,0.383502,49.282556,89.695354,2592.90042,4580.705288,-1987.804867,0.796345,1.406851,-0.610505,1173.294406,0.360348,147318.998522,0.923948,2284,0.48852,383,0.51148,401,0.076052,188,0.856393,0.923948,0.888889,0.483648,0.885259,0.962185,0.824631,0.389204,0.610796,0.175369,0.814116,0.824631,0.815505,0.483648,0.885219,0.900421,0.736506,0.824631,0.009,0.009,0,0.015625,0,15.625,11403,4371311,490159,91.124079,59.920147,?
adult,9,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2743,513,0,84.244472,15.755528,0,0.532195,0.168343,0.362551,46.040114,84.795155,2592.90042,3169.55527,-576.654849,0.796345,0.973451,-0.177105,1281.58692,0.393608,160916.220734,0.932848,2306,0.442602,347,0.557398,437,0.067152,166,0.869205,0.932848,0.899902,0.539596,0.898548,0.966237,0.842445,0.352199,0.647801,0.157555,0.834412,0.842445,0.834947,0.539596,0.898549,0.912979,0.76502,0.842445,0.008,0.009,0.015625,0,15.625,0,11403,4371311,490159,92.997543,61.425061,?
adult,9,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2736,520,0,84.029484,15.970516,0,0.515973,0.168795,0.365533,46.163961,85.492547,2592.90042,2927.449108,-334.548687,0.796345,0.899094,-0.102748,1266.155899,0.388869,158978.699709,0.940129,2324,0.47449,372,0.52551,412,0.059871,148,0.862018,0.940129,0.899381,0.527568,0.896559,0.964427,0.840295,0.374655,0.625345,0.159705,0.831606,0.840295,0.830447,0.527568,0.896554,0.912164,0.756238,0.840295,0.008,0.009,0.015625,0,15.625,0,11403,4371311,490159,92.506143,60.472973,?
adult,9,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2721,535,0,83.568796,16.431204,0,0.500389,0.172333,0.373075,47.113156,87.218518,2594.557004,3186.661299,-592.104295,0.796854,0.978704,-0.18185,1237.435993,0.380048,155383.652332,0.938891,2320,0.489172,384,0.510828,401,0.061109,151,0.857988,0.938891,0.896618,0.512672,0.895233,0.964459,0.835688,0.385969,0.614031,0.164312,0.826275,0.835688,0.82507,0.512672,0.895233,0.909957,0.748234,0.835688,0.009,0.009,0,0.015625,0,15.625,11403,4371311,490159,91.799754,59.843366,?
adult,10,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2753,503,0,84.551597,15.448403,0,0.54001,0.166488,0.35987,45.533026,84.16813,2592.90042,3355.247832,-762.347412,0.796345,1.030482,-0.234136,1295.571437,0.397903,162672.118545,0.936084,2314,0.440051,345,0.559949,439,0.063916,158,0.870252,0.936084,0.901968,0.548083,0.896942,0.965024,0.845516,0.349483,0.650517,0.154484,0.837768,0.845516,0.837872,0.548083,0.896932,0.911133,0.76887,0.845516,0.009,0.009,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.628993,61.025799,?
adult,10,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2703,553,0,83.015971,16.984029,0,0.487973,0.176518,0.380335,48.275995,88.954715,2592.90042,4207.283688,-1614.383268,0.796345,1.292163,-0.495818,1202.936639,0.369452,151040.881212,0.93123,2302,0.48852,383,0.51148,401,0.06877,170,0.857356,0.93123,0.892767,0.497749,0.889505,0.962937,0.83016,0.38745,0.61255,0.16984,0.820015,0.83016,0.820318,0.497749,0.889486,0.904459,0.742325,0.83016,0.009,0.009,0,0.015625,0,15.625,11403,4371311,490159,91.339066,59.613022,?
adult,10,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 50.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2714,542,0,83.353808,16.646192,0,0.503638,0.172247,0.368793,47.108015,86.255186,2592.90042,3379.070792,-786.170371,0.796345,1.037798,-0.241453,1241.425455,0.381273,155873.541957,0.928803,2296,0.466837,366,0.533163,418,0.071197,176,0.862509,0.928803,0.894429,0.51144,0.898698,0.967386,0.833538,0.371572,0.628428,0.166462,0.824271,0.833538,0.825142,0.51144,0.898694,0.911225,0.750553,0.833538,0.011,0.011,0.015625,0.015625,15.625,15.625,11403,4371311,490159,92.47543,60.995086,?
